Date,Close,High,Low,Open,Volume,headline,Polarity,Subjectivity,TextBlob_Polarity,TextBlob_Subjectivity
2019-04-29,1637.4000244140625,1637.489990234375,1631.8299560546875,1637.300048828125,63429800,,0.0,0.0,0.0,0.0
2019-04-30,1642.2900390625,1643.449951171875,1634.5400390625,1634.6199951171875,139943400,,0.0,0.0,0.0,0.0
2019-05-02,1632.239990234375,1644.3499755859375,1631.27001953125,1642.4599609375,87894400,,0.0,0.0,0.0,0.0
2019-05-03,1637.300048828125,1637.4100341796875,1625.56005859375,1631.530029296875,82569700,,0.0,0.0,0.0,0.0
2019-05-06,1632.800048828125,1633.6600341796875,1623.6099853515625,1632.0400390625,64595700,Safety Can Storage Cabinets - proguardsafety.my,0.0,0.0,0.0,0.0
2019-05-07,1639.3699951171875,1641.8599853515625,1626.06005859375,1626.77001953125,165442400,Practicall Capitalizing on Convenience: - Pacific West Malaysia,0.0,0.0,0.0,0.0
2019-05-08,1633.550048828125,1635.56005859375,1627.3800048828125,1635.56005859375,147577400,Air Selangor to divert main pipes after soil instability detected near WCE - NST Online,0.13333333333333333,0.3666666666666667,0.13333333333333333,0.3666666666666667
2019-05-09,1618.530029296875,1630.43994140625,1618.3299560546875,1629.6099853515625,133418700,,0.0,0.0,0.0,0.0
2019-05-10,1610.27001953125,1620.4000244140625,1610.27001953125,1615.9100341796875,98812400,,0.0,0.0,0.0,0.0
2019-05-13,1601.0899658203125,1611.469970703125,1598.5999755859375,1610.550048828125,107076500,,0.0,0.0,0.0,0.0
2019-05-14,1599.18994140625,1603.719970703125,1572.030029296875,1580.8499755859375,173978800,,0.0,0.0,0.0,0.0
2019-05-15,1611.4300537109375,1617.4300537109375,1601.0400390625,1601.4300537109375,147144300,,0.0,0.0,0.0,0.0
2019-05-16,1599.18994140625,1610.780029296875,1599.18994140625,1609.219970703125,95600000,,0.0,0.0,0.0,0.0
2019-05-17,1605.3599853515625,1610.9599609375,1599.3199462890625,1599.3199462890625,85616600,,0.0,0.0,0.0,0.0
2019-05-21,1603.739990234375,1614.22998046875,1603.6500244140625,1608.739990234375,100448000,,0.0,0.0,0.0,0.0
2019-05-23,1601.8699951171875,1605.1300048828125,1589.7900390625,1599.93994140625,149289000,,0.0,0.0,0.0,0.0
2019-05-24,1598.3199462890625,1606.8499755859375,1592.969970703125,1594.1600341796875,99444600,,0.0,0.0,0.0,0.0
2019-05-27,1601.3499755859375,1604.43994140625,1597.25,1604.43994140625,71164500,,0.0,0.0,0.0,0.0
2019-05-28,1614.5699462890625,1614.5699462890625,1602.1500244140625,1604.260009765625,384159000,,0.0,0.0,0.0,0.0
2019-05-29,1623.6700439453125,1626.6400146484375,1611.47998046875,1614.6800537109375,116436500,,0.0,0.0,0.0,0.0
2019-05-30,1636.5,1639.4200439453125,1620.280029296875,1620.97998046875,130813400,,0.0,0.0,0.0,0.0
2019-05-31,1650.760009765625,1650.760009765625,1634.1400146484375,1639.760009765625,159714600,UNIVERSITI PUTRA MALAYSIA DEVELOPMENT OF WEED COMPETITIVE RICE VARIETY UNDER WATER DEFICIT CONDITIONS THROUGH MARKER-ASSISTED BA - Universiti Putra Malaysia Institutional Repository | Development of weed competitive rice variety under water deficit conditions through marker-assisted backcross breeding - Universiti Putra Malaysia Institutional Repository,0.0,0.0,0.0,0.0
2019-06-03,1655.31005859375,1656.6800537109375,1642.6600341796875,1649.9300537109375,105242100,Prevalence of Geriatric Giants Among Older People in Kelantan Malaysia - Universiti Putra Malaysia,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333
2019-06-04,1644.0899658203125,1655.8900146484375,1644.0899658203125,1654.02001953125,61533700,,0.0,0.0,0.0,0.0
2019-06-07,1649.3299560546875,1651.989990234375,1646.800048828125,1650.9300537109375,102539800,,0.0,0.0,0.0,0.0
2019-06-10,1655.469970703125,1656.0,1651.8499755859375,1651.9300537109375,93023500,,0.0,0.0,0.0,0.0
2019-06-11,1651.199951171875,1657.3599853515625,1649.81005859375,1655.800048828125,111042200,,0.0,0.0,0.0,0.0
2019-06-12,1650.739990234375,1650.739990234375,1642.1099853515625,1646.6700439453125,90831900,,0.0,0.0,0.0,0.0
2019-06-13,1643.739990234375,1646.219970703125,1640.300048828125,1644.0799560546875,96232000,,0.0,0.0,0.0,0.0
2019-06-14,1638.6300048828125,1649.5699462890625,1636.3199462890625,1649.4200439453125,83903000,,0.0,0.0,0.0,0.0
2019-06-17,1638.4000244140625,1644.0400390625,1637.4599609375,1638.9300537109375,84794700,,0.0,0.0,0.0,0.0
2019-06-18,1652.760009765625,1652.760009765625,1636.1800537109375,1636.6600341796875,100923800,,0.0,0.0,0.0,0.0
